THING. · Hangout Prompt Library,,,,,,,,,,,,,,,,,,
Seed library for the first 4 Hangouts. 798 prompts total. Includes original THING. seeds plus Gemini variants. Hot tiers: Flirty / Bold / Spicy / KitKat. KitKat is a locked post-Spicy tier; unlock rule TBD. Adult-only with mutual consent and skip/lower-level controls.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ID,Hangout,Engine,Round Type,Level,Prompt EN,Prompt ES,Option A EN,Option A ES,Option B EN,Option B ES,Mood,Context,Intensity,Tags,Adult,Reveal Style,Notes,Status
GU-106,Know Me,guess,prediction,Standard,How do I feel about sudden spontaneous plan changes?,¿Qué siento ante cambios de planes improvisados de última hora?,Love the spontaneity,Me encanta la sorpresa,Need time to mentally adapt,Necesito procesarlo un poco,chaotic,both,1,lifestyle;habits,FALSE,after_both_answer,Spontaneity tolerance | Source: Gemini,Draft
GU-107,Know Me,guess,prediction,Standard,What is my go-to order at a cozy cafe?,¿Cuál es mi pedido seguro en una cafetería tranquila?,Classic espresso / black,Café clásico / negro,Sweet flavored latte,Latte dulce con sabor,cute,both,1,food;comfort,FALSE,after_both_answer,Cafe drink order | Source: Gemini,Draft
GU-108,Know Me,guess,prediction,Standard,How do I react when someone spoils a plot twist for me?,¿Cómo reacciono si me arruinan el final de una serie/peli?,Genuinely annoyed,Me molesta en serio,Don't really mind at all,No me importa mucho,awkward,both,1,media;reactions,FALSE,after_both_answer,Spoiler reaction | Source: Gemini,Draft
GU-109,Know Me,guess,prediction,Standard,Am I more likely to buy books/items and never use them or use everything immediately?,¿Soy más de comprar cosas y no usarlas o usarlas de inmediato?,Accumulate unused items,Acumular sin usar,Use immediately,Usar de inmediato,random,both,1,habits;lifestyle,FALSE,after_both_answer,Buying habits | Source: Gemini,Draft
GU-110,Know Me,guess,prediction,Standard,What is my style when playing competitive board games?,¿Cuál es mi estilo jugando juegos de mesa competitivos?,Super focused to win,Súper enfocado en ganar,Just there for laughs,Ahí solo para reír,playful,both,1,habits;lifestyle,FALSE,after_both_answer,Competitive style | Source: Gemini,Draft
GU-111,Know Me,guess,prediction,Standard,How do I deal with an uncomfortable physical temperature?,¿Cómo trato con una temperatura incómoda (frío/calor)?,Suffer silently without complaint,Sufro en silencio,Complain every 5 minutes,Me quejo cada 5 minutos,slightly_weird,both,1,comfort;reactions,FALSE,after_both_answer,Temperature complaint level | Source: Gemini,Draft
GU-112,Know Me,guess,prediction,Standard,"When I am shopping, do I ask employees for help or hide?","¿Al ir de compras, pido ayuda a los empleados o los evito?",Ask for help directly,Pido ayuda directo,Avoid eye contact completely,Evito contacto visual,awkward,both,1,habits;social,FALSE,after_both_answer,Retail social interaction | Source: Gemini,Draft
GU-113,Know Me,guess,prediction,Standard,What is my default background music choice while working/studying?,¿Cuál es mi música de fondo por defecto para trabajar o estudiar?,Lo-fi / instrumental,Lo-fi o instrumental,Upbeat energetic playlists,Playlists con mucha energía,clever,both,1,media;habits,FALSE,after_both_answer,Focus music style | Source: Gemini,Draft
GU-114,Know Me,guess,prediction,Standard,How do I react to receiving an unexpected voice note?,¿Cómo reacciono al recibir una nota de voz inesperada?,Listen right away at 2x speed,La escucho en 2x de una,Wait until I have energy,Espero a tener energía,playful,both,1,texting;habits,FALSE,after_both_answer,Voice note reaction | Source: Gemini,Draft
GU-115,Know Me,guess,prediction,Standard,Am I more driven by nostalgic memories or future plans?,¿Me mueve más la nostalgia del pasado o los planes futuros?,Nostalgic memories,Nostalgia del pasado,Future plans,Planes a futuro,warm,both,2,memories;mindset,FALSE,after_both_answer,Nostalgia orientation | Source: Gemini,Draft
GU-116,Know Me,guess,prediction,Standard,What is my habit with mobile battery charging?,¿Cuál es mi hábito con la carga de batería del celular?,Charge before reaching 50%,Cargar antes del 50%,Let it drop to 1% regularly,Dejar que caiga al 1%,chaotic,both,1,habits;tech,FALSE,after_both_answer,Battery anxiety level | Source: Gemini,Draft
GU-117,Know Me,guess,prediction,Standard,How do I react when I see a cute dog on the street?,¿Cómo reacciono si veo un perro tierno en la calle?,Gasp out loud and point,Me emociono y lo señalo,Smile softly to myself,Sonrío en silencio,cute,both,1,reactions;cute,FALSE,after_both_answer,Pet reaction | Source: Gemini,Draft
GU-118,Know Me,guess,prediction,Standard,What is my tendency when a task feels super overwhelming?,¿Qué suelo hacer cuando una tarea se siente muy abrumadora?,Procrastinate then rush,Procrastinar y luego correr,Break it down step by step,Dividirla paso a paso,clever,both,1,habits;mindset,FALSE,after_both_answer,Overwhelm handling | Source: Gemini,Draft
GU-119,Know Me,guess,prediction,Standard,How do I act when I'm sick with a mild cold?,¿Cómo actúo cuando me da un resfriado leve?,Dramatic rest in bed,Drama total en cama,Power through normally,Seguir como si nada,warm,both,1,comfort;habits,FALSE,after_both_answer,Sickness drama level | Source: Gemini,Draft
GU-120,Know Me,guess,prediction,Standard,Am I better at giving gifts or receiving gifts gracefully?,¿Soy mejor dando regalos o recibiéndolos sin apenarme?,Giving thoughtful gifts,Dando regalos pensados,Receiving gracefully,Recibiéndolos bien,warm,both,1,lifestyle;attraction,FALSE,after_both_answer,Gifting social comfort | Source: Gemini,Draft
GU-121,Know Me,guess,prediction,Standard,What is my preference for weekend morning wake-up times?,¿A qué hora prefiero despertarme en fin de semana?,Before 8 AM,Antes de las 8 AM,Past 10 AM,Después de las 10 AM,random,both,1,lifestyle;habits,FALSE,after_both_answer,Weekend sleep habit | Source: Gemini,Draft
GU-122,Know Me,guess,prediction,Standard,How do I behave when I am in a crowd of new people?,¿Cómo me comporto entre un grupo de personas desconocidas?,Observe quietly first,Observo en silencio primero,Start conversations quickly,Inicio plática rápido,awkward,both,1,social;habits,FALSE,after_both_answer,Crowd behavior | Source: Gemini,Draft
GU-123,Know Me,guess,prediction,Standard,What is my reaction when someone calls me out for being wrong?,¿Cómo reacciono si me señalan que estoy equivocado/a?,Laugh and admit it,Me río y lo acepto,Defend my point first,Defiendo mi punto primero,clever,both,2,reactions;habits,FALSE,after_both_answer,Wrong admission style | Source: Gemini,Draft
GU-124,Know Me,guess,prediction,Standard,Am I more likely to over-analyze small text details or ignore them?,¿Soy de sobreanalizar detalles en los mensajes o ignorarlos?,Over-analyze everything,Sobreanalizar todo,Ignore subtle details,Ignorar detalles,playful,both,1,texting;attraction,FALSE,after_both_answer,Text analysis tendency | Source: Gemini,Draft
GU-125,Know Me,guess,prediction,Standard,What is my stance on eating snack food in bed?,¿Cuál es mi postura sobre comer snacks en la cama?,Totally fine and cozy,Súper bien y cómodo,Strictly forbidden (crumbs!),Prohibido por las migas,slightly_weird,both,1,habits;comfort,FALSE,after_both_answer,In-bed eating rules | Source: Gemini,Draft
GU-126,Know Me,guess,prediction,Standard,How do I handle having a totally free empty afternoon?,¿Cómo manejo tener una tarde completamente libre?,Plan fun productive stuff,Planear cosas divertidas,Do absolutely nothing,No hacer nada en absoluto,warm,both,1,lifestyle;comfort,FALSE,after_both_answer,Free afternoon use | Source: Gemini,Draft
GU-127,Know Me,guess,prediction,Standard,What do I usually do when I feel very nervous?,¿Qué suelo hacer cuando me pongo muy nervioso/a?,Fidget with hands/objects,Moverme o tocar cosas,Get very quiet and focused,Quedarme muy callado/a,awkward,both,1,reactions;habits,FALSE,after_both_answer,Nervous tell | Source: Gemini,Draft
GU-128,Know Me,guess,prediction,Standard,What is my secret super power in social situations?,¿Cuál es mi superpoder en reuniones sociales?,Remembering minor details,Recordar detalles mínimos,Keeping the energy fun,Mantener la energía divertida,cute,both,1,social;attraction,FALSE,after_both_answer,Social superpower | Source: Gemini,Draft
GU-129,Know Me,guess,prediction,Standard,How do I react to cheesy romantic movie scenes?,¿Cómo reacciono a escenas de películas románticas cursies?,Aww softly inside,Me da ternura por dentro,Roll my eyes and laugh,Hago caras y me río,cute,both,1,media;attraction,FALSE,after_both_answer,Romance reaction | Source: Gemini,Draft
GU-130,Know Me,guess,prediction,Standard,What is my habit with unread notification badges on my phone?,¿Cuál es mi hábito con los globos de notificaciones en el cel?,Clear them all instantly,Limpiarlos al instante,Let them stack into thousands,Dejar que se junten miles,chaotic,both,1,habits;tech,FALSE,after_both_answer,Notification management | Source: Gemini,Draft
GU-131,Know Me,guess,prediction,Standard,How do I feel about surprise visits at home?,¿Qué pienso de las visitas sorpresa en mi casa?,Love unexpected visitors,Me encantan las sorpresas,Need advance warning always,Necesito aviso previo siempre,warm,both,1,lifestyle;comfort,FALSE,after_both_answer,Surprise visit comfort | Source: Gemini,Draft
GU-132,Know Me,guess,prediction,Standard,"When I am listening to a friend's story, am I giving solutions or sympathy?","¿Al escuchar la historia de un amigo, doy soluciones o contención?",Give practical solutions,Doy soluciones prácticas,Offer emotional sympathy,Doy contención emocional,clever,both,2,communication;comfort,FALSE,after_both_answer,Listening style | Source: Gemini,Draft
GU-133,Know Me,guess,prediction,Standard,What is my attitude toward taking aesthetic photos of my food?,¿Cuál es mi actitud sobre tomar fotos bonitas a la comida?,Take photos first always,Foto antes de comer siempre,Eat immediately while hot,Comer de una mientras quema,playful,both,1,food;habits,FALSE,after_both_answer,Food photo habit | Source: Gemini,Draft
GU-134,Know Me,guess,prediction,Standard,Am I more likely to lose my keys or lose my sunglasses?,¿Soy más de perder las llaves o de perder los lentes de sol?,Lose keys regularly,Perder las llaves,Lose sunglasses,Perder los lentes,random,both,1,habits;chaos,FALSE,after_both_answer,Item losing habit | Source: Gemini,Draft
GU-135,Know Me,guess,prediction,Standard,How do I behave when I am extremely sleepy in public?,¿Cómo me comporto si tengo muchísimo sueño en público?,Yawn non-stop and complain,Bostezar y quejarme,Fight it with straight posture,Disimular con postura erguida,awkward,both,1,reactions;habits,FALSE,after_both_answer,Sleepiness hiding | Source: Gemini,Draft
GU-136,Know Me,guess,prediction,Standard,What is my mindset when trying to assemble flat-pack furniture?,¿Cuál es mi actitud al armar muebles desarmados?,Follow instructions step-by-step,Seguir instructivo paso a paso,Wing it until it looks right,Armar a ojo a ver qué sale,chaotic,both,1,habits;lifestyle,FALSE,after_both_answer,Furniture assembly style | Source: Gemini,Draft
GU-137,Know Me,guess,prediction,Standard,How do I handle receiving a gift that I don't really like?,¿Cómo manejo recibir un regalo que no me gusta mucho?,Politely fake enthusiasm,Disimulo entusiasmo con amabilidad,Show slight transparent reaction,Se me nota un poco en la cara,awkward,both,1,social;reactions,FALSE,after_both_answer,Bad gift reaction | Source: Gemini,Draft
GU-138,Know Me,guess,prediction,Standard,What am I most likely doing during a long car ride?,¿Qué suelo estar haciendo en un trayecto largo en coche?,Looking out the window dreaming,Mirando por la ventana,Controlling the music queue,Controlando la música,cinematic,both,1,travel;lifestyle,FALSE,after_both_answer,Road trip role | Source: Gemini,Draft
GU-139,Know Me,guess,prediction,Standard,Am I more inclined to keep old memory keepsakes or throw things away?,¿Suelo guardar recuerdos viejos o tirar cosas para despejar?,Keep sentimental items,Guardar recuerdos,Declutter and throw out,Tirar y despejar,warm,both,1,memories;habits,FALSE,after_both_answer,Keepsake hoarding | Source: Gemini,Draft
GU-140,Know Me,guess,prediction,Standard,What is my default reaction when a plan gets delayed by 1 hour?,¿Cuál es mi reacción cuando un plan se retrasa 1 hora?,Enjoy the extra bonus time,Disfrutar el tiempo extra,Get impatient and restless,Impacientarme un poco,playful,both,1,habits;lifestyle,FALSE,after_both_answer,Delay patience | Source: Gemini,Draft
GU-141,Know Me,guess,prediction,Standard,How do I take my cold drinks in summer?,¿Cómo prefiero las bebidas frías en verano?,Packed with tons of ice,Con muchísimo hielo,Light ice or no ice,Poco hielo o sin hielo,random,both,1,food;habits,FALSE,after_both_answer,Ice preference | Source: Gemini,Draft
GU-142,Know Me,guess,prediction,Standard,Am I more likely to binge an entire podcast season or listen randomly?,¿Soy de escuchar temporadas completas de podcasts o episodios sueltos?,Binge whole seasons,Temporadas completas,Listen randomly,Episodios sueltos,clever,both,1,media;habits,FALSE,after_both_answer,Podcast listening style | Source: Gemini,Draft
GU-143,Know Me,guess,prediction,Standard,How do I react to unexpected weather (sudden rain)?,¿Cómo reacciono ante un clima imprevisto (lluvia de repente)?,Embrace it and laugh,Me da risa y lo disfruto,Get annoyed about my outfit,Me molesta por mi ropa,chaotic,both,1,reactions;lifestyle,FALSE,after_both_answer,Weather reaction | Source: Gemini,Draft
GU-144,Know Me,guess,prediction,Standard,What is my preference for grocery shopping?,¿Cuál es mi estilo al hacer compras de despensa?,Strict list only,Lista estricta únicamente,Wander aisle by aisle,Caminar pasillo por pasillo,warm,both,1,habits;lifestyle,FALSE,after_both_answer,Grocery shopping style | Source: Gemini,Draft
GU-145,Know Me,guess,prediction,Standard,How do I communicate when I am mildly annoyed with someone?,¿Cómo me me comunico si estoy levemente molesto/a con alguien?,Become slightly quiet / subtle,Me pongo callado/a o sutil,Say it directly immediately,Lo digo directo de una,awkward,both,2,communication;habits,FALSE,after_both_answer,Conflict communication style | Source: Gemini,Draft
GU-146,Know Me,guess,prediction,Standard,Am I more likely to re-read a book I loved or read something new?,¿Soy más de releer un libro amado o buscar algo nuevo?,Re-read loved books,Releer favoritos,Explore new reads,Buscar lecturas nuevas,cute,both,1,media;comfort,FALSE,after_both_answer,Re-read tendency | Source: Gemini,Draft
GU-147,Know Me,guess,prediction,Standard,What is my habit when setting my phone to silent mode?,¿Cuál es mi hábito con el modo silencio del celular?,Permanent silent mode forever,Modo silencio para siempre,Ringer volume high always,Volumen de timbre siempre alto,random,both,1,tech;habits,FALSE,after_both_answer,Phone ringer habit | Source: Gemini,Draft
GU-148,Know Me,guess,prediction,Standard,How do I act when trying a new outdoor sport/activity?,¿Cómo actúo al probar un deporte nuevo al aire libre?,Go all in with full energy,Le entro con todo,Proceed with careful caution,Voy con mucha precaución,playful,both,1,lifestyle;habits,FALSE,after_both_answer,New sport approach | Source: Gemini,Draft
GU-149,Know Me,guess,prediction,Standard,What is my tendency with online shopping carts?,¿Qué suelo hacer con los carritos de compra en línea?,Leave items for weeks,Dejar cosas semanas ahí,Buy immediately on spot,Comprar de inmediato,clever,both,1,habits;lifestyle,FALSE,after_both_answer,Shopping cart behavior | Source: Gemini,Draft
GU-150,Know Me,guess,prediction,Standard,How do I feel about public speaking or group introductions?,¿Qué siento ante hablar en público o presentarme en grupo?,Mild anxiety inside,Cierta ansiedad interna,Totally comfortable,Totalmente cómodo/a,awkward,both,1,social;reactions,FALSE,after_both_answer,Public speaking feeling | Source: Gemini,Draft
GU-151,Know Me,guess,prediction,Standard,What is my go-to response to a bad day?,¿Cuál es mi respuesta clásica a un mal día?,Solitude and quiet reset,Soledad y silencio,Venting to someone close,Desahogarme conversando,warm,both,2,comfort;habits,FALSE,after_both_answer,Bad day reset habit | Source: Gemini,Draft
GU-152,Know Me,guess,prediction,Standard,Am I more likely to save money for long goals or spend on experiences now?,¿Soy de ahorrar para metas largas o gastar en experiencias hoy?,Save for long goals,Ahorrar a largo plazo,Spend on present experiences,Gastar en el presente,clever,both,1,lifestyle;mindset,FALSE,after_both_answer,Money mindset | Source: Gemini,Draft
GU-153,Know Me,guess,prediction,Standard,What is my attitude toward movie trailers?,¿Cuál es mi postura sobre los tráilers de películas?,Watch every single one,Ver cada uno disponible,Avoid them to save surprises,Evitarlos para no arruinar la peli,cinematic,both,1,media;habits,FALSE,after_both_answer,Trailer viewing habit | Source: Gemini,Draft
GU-154,Know Me,guess,prediction,Standard,How do I react when someone plays a song I dislike?,¿Cómo reacciono si alguien pone una canción que no me gusta?,Endure it politely,Agusto con amabilidad,Politely suggest changing it,Sugiero cambiarla con tacto,playful,both,1,media;reactions,FALSE,after_both_answer,Bad music tolerance | Source: Gemini,Draft
GU-155,Know Me,guess,prediction,Standard,What is my style when writing messages or comments?,¿Cuál es mi estilo al escribir mensajes o comentarios?,Short concise texts,Mensajes cortos y directos,Detailed descriptive messages,Mensajes detallados y largos,cute,both,1,texting;communication,FALSE,after_both_answer,Message length style | Source: Gemini,Draft
GU-156,Know Me,guess,prediction,Standard,Am I better at waking up early or staying up very late?,¿Soy mejor despertando temprano o desvelándome hasta tarde?,Early morning person,Despertar temprano,Night owl stay up,Desvelarme tarde,random,both,1,lifestyle;habits,FALSE,after_both_answer,Circadian preference | Source: Gemini,Draft
GU-157,Know Me,guess,prediction,Standard,How do I act when I hear gossip that doesn't involve me?,¿Cómo actúo si escucho un chisme que no me involucra?,Listen with intense curiosity,Escucho con curiosidad,Ignore it completely,Me da igual completamente,chaotic,both,1,social;chaos,FALSE,after_both_answer,Gossip interest | Source: Gemini,Draft
GU-158,Know Me,guess,prediction,Standard,What is my habit regarding browser tabs on computer/phone?,¿Cuál es mi hábito con las pestañas del navegador?,Keep max 5 tabs open,Máximo 5 pestañas,Keep 50+ tabs open always,Más de 50 pestañas abiertas,clever,both,1,tech;habits,FALSE,after_both_answer,Tab clutter habit | Source: Gemini,Draft
GU-159,Know Me,guess,prediction,Standard,How do I behave when I am in physical pain (like a headache)?,¿Cómo actúo cuando me duele algo (como dolor de cabeza)?,Quietly retreat to rest,Me aíslo a descansar,Mention it out loud,Lo comento en voz alta,warm,both,1,comfort;reactions,FALSE,after_both_answer,Pain behavior | Source: Gemini,Draft
GU-160,Know Me,guess,prediction,Standard,What is my approach to learning a new skill/hobby?,¿Cuál es mi enfoque al aprender una habilidad o hobby nuevo?,Obsess heavily for 2 weeks,Obsesión intensa 2 semanas,Consistent slow pace,Paso constante y lento,playful,both,1,habits;lifestyle,FALSE,after_both_answer,Hobby learning style | Source: Gemini,Draft
GU-161,Know Me,guess,prediction,Standard,Am I more likely to take a photo of a landscape or of people/food?,¿Soy más de tomar foto a paisajes o a personas/comida?,Scenery and landscapes,Paisajes y naturaleza,People and food moments,Personas y momentos,cinematic,both,1,media;travel,FALSE,after_both_answer,Photo focus style | Source: Gemini,Draft
GU-162,Know Me,guess,prediction,Standard,How do I feel about singing karaoke in front of friends?,¿Qué siento sobre cantar karaoke enfrente de amigos?,Love taking the mic,Me encanta tomar el micrófono,Need major convincing,Necesito mucho ruego,chaotic,both,1,social;lifestyle,FALSE,after_both_answer,Karaoke comfort level | Source: Gemini,Draft
GU-163,Know Me,guess,prediction,Standard,What is my default reaction to a sudden loud noise?,¿Cuál es mi reacción automática a un ruido fuerte e inesperado?,Jump noticeably,Dar un brinco evidente,Stay cool and unfazed,Mantener la calma,awkward,both,1,reactions;chaos,FALSE,after_both_answer,Startle reflex | Source: Gemini,Draft
GU-164,Know Me,guess,prediction,Standard,How do I handle leftovers when dining out at a restaurant?,¿Cómo manejo la comida que sobra al cenar fuera?,Take it home always,Pedir para llevar siempre,Leave it at restaurant,Dejarla en el lugar,warm,both,1,food;habits,FALSE,after_both_answer,Restaurant leftovers habit | Source: Gemini,Draft
GU-165,Know Me,guess,prediction,Standard,Am I more drawn to high energy places or quiet minimalist spots?,¿Me atraen más los lugares con mucha energía o los espacios tranquilos?,High energy vibrant spots,Lugares vibrantes y activos,Quiet minimalist places,Espacios tranquilos y simples,clever,both,1,lifestyle;comfort,FALSE,after_both_answer,Venue preference | Source: Gemini,Draft
GU-166,Know Me,guess,prediction,Standard,What is my reaction to finding money unexpectedly in a pocket?,¿Cómo reacciono si encuentro dinero olvidado en un bolsillo?,Pure genuine joy,Alegría pura e inmediata,Cool calm satisfaction,Satisfacción tranquila,cute,both,1,reactions;lifestyle,FALSE,after_both_answer,Pocket cash reaction | Source: Gemini,Draft
GU-167,Know Me,guess,prediction,Standard,How do I feel about movie sequels or remakes?,¿Qué opino de las secuelas o remakes de películas?,Usually skeptical,Suelo ser escéptico/a,Excited to see them,Me emociona verlas,cinematic,both,1,media;habits,FALSE,after_both_answer,Sequel attitude | Source: Gemini,Draft
GU-168,Know Me,guess,prediction,Standard,What is my habit when receiving a long complex message?,¿Cuál es mi hábito al recibir un mensaje largo y complejo?,Read carefully and craft reply,Leer con cuidado y responder,Skim quickly and answer key point,Leer por encima y responder rápido,clever,both,1,texting;communication,FALSE,after_both_answer,Long text processing | Source: Gemini,Draft
GU-169,Know Me,guess,prediction,Standard,Am I more likely to plan outfits days ahead or pick 5 minutes before leaving?,¿Soy de planear ropa días antes o elegir 5 min antes de salir?,Plan days ahead,Planear días antes,Pick 5 mins before,Elegir 5 min antes,random,both,1,lifestyle;habits,FALSE,after_both_answer,Outfit planning style | Source: Gemini,Draft
GU-170,Know Me,guess,prediction,Standard,How do I behave when I am in a super good mood?,¿Cómo me comporto cuando ando de excelente humor?,Sing/hum around house,Cantar o tararear,Offer help and make jokes,Hacer bromas y ayudar,cute,both,1,reactions;warmth,FALSE,after_both_answer,Good mood tell | Source: Gemini,Draft
GU-171,Know Me,guess,prediction,Standard,What is my attitude toward taking long walks with no destination?,¿Cuál es mi postura sobre dar caminatas largas sin rumbo?,Love wandering around,Me encanta caminar sin rumbo,Prefer having a goal stop,Prefiero tener un destino claro,warm,both,1,lifestyle;comfort,FALSE,after_both_answer,Wandering walk attitude | Source: Gemini,Draft
GU-172,Know Me,guess,prediction,Standard,How do I handle having a minor disagreement with someone close?,¿Cómo manejo un desacuerdo menor con alguien cercano?,Address it directly right away,Hablarlo directo al momento,Let it cool off before speaking,Dejar enfriar antes de hablar,clever,both,2,communication;habits,FALSE,after_both_answer,Minor conflict approach | Source: Gemini,Draft
GU-173,Know Me,guess,prediction,Standard,What is my default snack choice during a long movie?,¿Cuál es mi snack por defecto durante una peli larga?,Classic popcorn,Palomitas clásicas,Gummies or candies,Gomitas o dulces,playful,both,1,food;media,FALSE,after_both_answer,Movie snack choice | Source: Gemini,Draft
GU-174,Know Me,guess,prediction,Standard,Am I more likely to keep my phone on vibrate or full volume ring?,¿Soy de mantener el celular en vibración o con sonido alto?,Vibrate mode only,Modo vibración únicamente,Full volume sound,Sonido con volumen,random,both,1,tech;habits,FALSE,after_both_answer,Ringer setting preference | Source: Gemini,Draft
GU-175,Know Me,guess,prediction,Standard,How do I react when someone takes a photo of me unexpectedly?,¿Cómo reacciono si me toman una foto desprevenido/a?,Pose playfully,Hago una pose divertida,Hide or block camera,Me tapo o me quito,awkward,both,1,reactions;media,FALSE,after_both_answer,Candid photo reaction | Source: Gemini,Draft
GU-176,Know Me,guess,prediction,Standard,What is my preference for weekend social events?,¿Cuál es mi preferencia para eventos sociales el fin de semana?,Small quiet gatherings,Reuniones pequeñas y tranquilas,Big lively parties,Fiestas grandes y concurridas,warm,both,1,social;lifestyle,FALSE,after_both_answer,Party size preference | Source: Gemini,Draft
GU-177,Know Me,guess,prediction,Standard,How do I handle reading a book with very small text print?,¿Cómo manejo leer un libro con letra súper pequeña?,Doesn't bother me at all,No me molesta para nada,Annoyed and prefer clear text,Me molesta y prefiero letra clara,slightly_weird,both,1,habits;media,FALSE,after_both_answer,Text readability sensitivity | Source: Gemini,Draft
GU-178,Know Me,guess,prediction,Standard,What is my overall energy vibe during late night chats?,¿Cuál es mi vibra de energía durante pláticas nocturnas?,Deep philosophical talks,Pláticas profundas y filosóficas,Silly random laughs,Risas tontas y ocurrencias,warm,both,1,communication;comfort,FALSE,after_both_answer,Late night chat vibe | Source: Gemini,Draft
WH-071,This or That,who,vote,Standard,Who is more likely to spend 20 minutes picking a movie and then fall asleep?,¿Quién es más probable que tarde 20 minutos eligiendo peli y se duerma?,Player A,Player A,Player B,Player B,playful,same_place,1,media;habits,FALSE,simultaneous_reveal,Movie night dynamic | Source: Gemini,Draft
WH-072,This or That,who,vote,Standard,Who would survive longer in a mild zombie apocalypse?,¿Quién sobreviviría más tiempo en un apocalipsis zombie leve?,Player A,Player A,Player B,Player B,chaotic,both,1,hypothetical;chaos,FALSE,simultaneous_reveal,Fun survival prompt | Source: Gemini,Draft
WH-073,This or That,who,vote,Standard,Who holds a minor grudge longer over something silly?,¿Quién guarda un mini rencor por más tiempo por algo tonto?,Player A,Player A,Player B,Player B,clever,both,1,habits;awkward,FALSE,simultaneous_reveal,Playful call-out | Source: Gemini,Draft
WH-074,This or That,who,vote,Standard,Who is more likely to order the same exact dish every single time?,¿Quién es más probable que pida exactamente lo mismo cada vez?,Player A,Player A,Player B,Player B,warm,same_place,1,food;habits,FALSE,simultaneous_reveal,Routine check | Source: Gemini,Draft
WH-075,This or That,who,vote,Standard,Who has the messier desktop or camera roll right now?,¿Quién tiene el escritorio o carrete de fotos más caótico ahora?,Player A,Player A,Player B,Player B,random,both,1,habits;tech,FALSE,simultaneous_reveal,Digital clutter prompt | Source: Gemini,Draft
WH-076,This or That,who,vote,Standard,Who is more likely to text 'on my way' while still getting dressed?,¿Quién manda 'ya voy en camino' estando aún sin vestirse?,Player A,Player A,Player B,Player B,playful,both,1,habits;texting,FALSE,simultaneous_reveal,Punctuality humor | Source: Gemini,Draft
WH-077,This or That,who,vote,Standard,Who is more likely to laugh out loud in a totally silent room?,¿Quién es más probable que se ría a carcajadas en un cuarto en silencio?,Player A,Player A,Player B,Player B,chaotic,both,1,social;chaos,FALSE,simultaneous_reveal,Social awkwardness check | Source: Gemini,Draft
WH-078,This or That,who,vote,Standard,Who would last longer on a deserted island with zero internet?,¿Quién aguantaría más tiempo en una isla desierta sin internet?,Player A,Player A,Player B,Player B,clever,both,1,hypothetical;lifestyle,FALSE,simultaneous_reveal,Offline resilience | Source: Gemini,Draft
WH-079,This or That,who,vote,Standard,Who is more likely to accidentally break a glass at a dinner party?,¿Quién es más probable que rompa un vaso por error en una cena?,Player A,Player A,Player B,Player B,awkward,same_place,1,chaos;habits,FALSE,simultaneous_reveal,Clumsiness prompt | Source: Gemini,Draft
WH-080,This or That,who,vote,Standard,Who adopts a new random hyper-fixation hobby every two months?,¿Quién adopta un hobby nuevo e intenso cada dos meses?,Player A,Player A,Player B,Player B,playful,both,1,habits;lifestyle,FALSE,simultaneous_reveal,Hyperfixation check | Source: Gemini,Draft
WH-081,This or That,who,vote,Standard,Who is more likely to stay up until 4 AM reading Wikipedia articles?,¿Quién es más de quedarse hasta las 4 AM leyendo datos aleatorios?,Player A,Player A,Player B,Player B,random,both,1,habits;curiosity,FALSE,simultaneous_reveal,Night owl curiosity | Source: Gemini,Draft
WH-082,This or That,who,vote,Standard,Who takes better spontaneous photos on trips?,¿Quién toma mejores fotos espontáneas durante los viajes?,Player A,Player A,Player B,Player B,cinematic,both,1,travel;media,FALSE,simultaneous_reveal,Travel eye | Source: Gemini,Draft
WH-083,This or That,who,vote,Standard,Who is more likely to eat an entire bag of chips without realizing it?,¿Quién es más probable que se acabe una bolsa de papas sin darse cuenta?,Player A,Player A,Player B,Player B,cute,both,1,food;habits,FALSE,simultaneous_reveal,Snacking habit | Source: Gemini,Draft
WH-084,This or That,who,vote,Standard,Who gets more competitive during a casual friendly board game?,¿Quién se pone más competitivo/a en un juego de mesa casual?,Player A,Player A,Player B,Player B,playful,same_place,1,habits;social,FALSE,simultaneous_reveal,Competitive spirit | Source: Gemini,Draft
WH-085,This or That,who,vote,Standard,Who is more likely to get lost inside a simple shopping mall?,¿Quién es más probable que se pierda dentro de un centro comercial?,Player A,Player A,Player B,Player B,awkward,both,1,travel;habits,FALSE,simultaneous_reveal,Sense of direction | Source: Gemini,Draft
WH-086,This or That,who,vote,Standard,Who has a more erratic sleep schedule?,¿Quién tiene un horario de sueño más caótico e impredecible?,Player A,Player A,Player B,Player B,chaotic,both,1,habits;lifestyle,FALSE,simultaneous_reveal,Sleep rhythm | Source: Gemini,Draft
WH-087,This or That,who,vote,Standard,Who is more likely to send 10 short text messages in a row?,¿Quién es más probable que mande 10 mensajes cortos seguidos?,Player A,Player A,Player B,Player B,clever,both,1,texting;communication,FALSE,simultaneous_reveal,Texting style | Source: Gemini,Draft
WH-088,This or That,who,vote,Standard,Who would be better at negotiating a lower price at a flea market?,¿Quién sería mejor regateando un precio en un mercadito?,Player A,Player A,Player B,Player B,clever,both,1,social;lifestyle,FALSE,simultaneous_reveal,Negotiation skills | Source: Gemini,Draft
